participant_code,condition_code,condition_name,condition_hz,condition_type,stimulus_type,trialn,png_filename
P376,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510251350__sessionTime_202510251200__participant_P376__trialN_13__trialT_3__fileType_cropped.png
P377,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510251350__sessionTime_202510251200__participant_P377__trialN_13__trialT_3__fileType_cropped.png
P373,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251354__sessionTime_202510251200__participant_P373__trialN_14__trialT_6__fileType_cropped.png
P377,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251354__sessionTime_202510251200__participant_P377__trialN_14__trialT_6__fileType_cropped.png
P374,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251354__sessionTime_202510251200__participant_P374__trialN_14__trialT_6__fileType_cropped.png
P375,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251354__sessionTime_202510251200__participant_P375__trialN_14__trialT_6__fileType_cropped.png
P376,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251355__sessionTime_202510251200__participant_P376__trialN_14__trialT_6__fileType_cropped.png
P373,B00,,,VALIDATION,IMAGE,15,saveTime_2510251358__sessionTime_202510251200__participant_P373__trialN_15__trialT_B00__fileType_cropped.png
P374,B03,,,VALIDATION,IMAGE,15,saveTime_2510251358__sessionTime_202510251200__participant_P374__trialN_15__trialT_B03__fileType_cropped.png
P375,B10,,,VALIDATION,IMAGE,15,saveTime_2510251358__sessionTime_202510251200__participant_P375__trialN_15__trialT_B10__fileType_cropped.png
P376,B10,,,VALIDATION,IMAGE,15,saveTime_2510251359__sessionTime_202510251200__participant_P376__trialN_15__trialT_B10__fileType_cropped.png
P377,B08,,,VALIDATION,IMAGE,15,saveTime_2510251359__sessionTime_202510251200__participant_P377__trialN_15__trialT_B08__fileType_cropped.png
P374,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251401__sessionTime_202510251200__participant_P374__trialN_16__trialT_4__fileType_cropped.png
P373,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251402__sessionTime_202510251200__participant_P373__trialN_16__trialT_4__fileType_cropped.png
P375,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251402__sessionTime_202510251200__participant_P375__trialN_16__trialT_4__fileType_cropped.png
P376,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251403__sessionTime_202510251200__participant_P376__trialN_16__trialT_4__fileType_cropped.png
P377,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251403__sessionTime_202510251200__participant_P377__trialN_16__trialT_4__fileType_cropped.png
P377,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,17,saveTime_2510251406__sessionTime_202510251200__participant_P377__trialN_17__trialT_1__fileType_cropped.png
P374,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,17,saveTime_2510251406__sessionTime_202510251200__participant_P374__trialN_17__trialT_1__fileType_cropped.png
P375,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,17,saveTime_2510251406__sessionTime_202510251200__participant_P375__trialN_17__trialT_1__fileType_cropped.png
P373,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,17,saveTime_2510251407__sessionTime_202510251200__participant_P373__trialN_17__trialT_1__fileType_cropped.png
P376,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,17,saveTime_2510251407__sessionTime_202510251200__participant_P376__trialN_17__trialT_1__fileType_cropped.png
P378,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251557__sessionTime_202510251500__participant_P378__trialN_2__trialT_4__fileType_cropped.png
P379,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251557__sessionTime_202510251500__participant_P379__trialN_2__trialT_4__fileType_cropped.png
P380,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251557__sessionTime_202510251500__participant_P380__trialN_2__trialT_4__fileType_cropped.png
P381,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251557__sessionTime_202510251500__participant_P381__trialN_2__trialT_4__fileType_cropped.png
P382,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251557__sessionTime_202510251500__participant_P382__trialN_2__trialT_4__fileType_cropped.png
P383,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251557__sessionTime_202510251500__participant_P383__trialN_2__trialT_4__fileType_cropped.png
P384,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251557__sessionTime_202510251500__participant_P384__trialN_2__trialT_4__fileType_cropped.png
P385,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251558__sessionTime_202510251500__participant_P385__trialN_2__trialT_4__fileType_cropped.png
P379,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251601__sessionTime_202510251500__participant_P379__trialN_3__trialT_6__fileType_cropped.png
P380,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251601__sessionTime_202510251500__participant_P380__trialN_3__trialT_6__fileType_cropped.png
P385,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251601__sessionTime_202510251500__participant_P385__trialN_3__trialT_6__fileType_cropped.png
P381,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251601__sessionTime_202510251500__participant_P381__trialN_3__trialT_6__fileType_cropped.png
P383,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251601__sessionTime_202510251500__participant_P383__trialN_3__trialT_6__fileType_cropped.png
P384,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251601__sessionTime_202510251500__participant_P384__trialN_3__trialT_6__fileType_cropped.png
P378,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251602__sessionTime_202510251500__participant_P378__trialN_3__trialT_6__fileType_cropped.png
P382,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251602__sessionTime_202510251500__participant_P382__trialN_3__trialT_6__fileType_cropped.png
P379,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,4,saveTime_2510251605__sessionTime_202510251500__participant_P379__trialN_4__trialT_2__fileType_cropped.png
P380,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,4,saveTime_2510251605__sessionTime_202510251500__participant_P380__trialN_4__trialT_2__fileType_cropped.png
P385,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,4,saveTime_2510251605__sessionTime_202510251500__participant_P385__trialN_4__trialT_2__fileType_cropped.png
P381,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,4,saveTime_2510251605__sessionTime_202510251500__participant_P381__trialN_4__trialT_2__fileType_cropped.png
P383,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,4,saveTime_2510251605__sessionTime_202510251500__participant_P383__trialN_4__trialT_2__fileType_cropped.png
P378,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,4,saveTime_2510251606__sessionTime_202510251500__participant_P378__trialN_4__trialT_2__fileType_cropped.png
P382,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,4,saveTime_2510251606__sessionTime_202510251500__participant_P382__trialN_4__trialT_2__fileType_cropped.png
P384,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,4,saveTime_2510251606__sessionTime_202510251500__participant_P384__trialN_4__trialT_2__fileType_cropped.png
P385,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510251609__sessionTime_202510251500__participant_P385__trialN_5__trialT_2__fileType_cropped.png
P381,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510251609__sessionTime_202510251500__participant_P381__trialN_5__trialT_2__fileType_cropped.png
P382,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510251609__sessionTime_202510251500__participant_P382__trialN_5__trialT_2__fileType_cropped.png
P383,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510251609__sessionTime_202510251500__participant_P383__trialN_5__trialT_2__fileType_cropped.png
P384,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510251609__sessionTime_202510251500__participant_P384__trialN_5__trialT_2__fileType_cropped.png
P378,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510251610__sessionTime_202510251500__participant_P378__trialN_5__trialT_2__fileType_cropped.png
P379,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510251610__sessionTime_202510251500__participant_P379__trialN_5__trialT_2__fileType_cropped.png
P380,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,5,saveTime_2510251610__sessionTime_202510251500__participant_P380__trialN_5__trialT_2__fileType_cropped.png
P378,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510251625__sessionTime_202510251500__participant_P378__trialN_6__trialT_4__fileType_cropped.png
P379,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510251625__sessionTime_202510251500__participant_P379__trialN_6__trialT_4__fileType_cropped.png
P380,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510251625__sessionTime_202510251500__participant_P380__trialN_6__trialT_4__fileType_cropped.png
P385,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510251625__sessionTime_202510251500__participant_P385__trialN_6__trialT_4__fileType_cropped.png
P381,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510251625__sessionTime_202510251500__participant_P381__trialN_6__trialT_4__fileType_cropped.png
P382,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510251625__sessionTime_202510251500__participant_P382__trialN_6__trialT_4__fileType_cropped.png
P383,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510251625__sessionTime_202510251500__participant_P383__trialN_6__trialT_4__fileType_cropped.png
P384,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,6,saveTime_2510251625__sessionTime_202510251500__participant_P384__trialN_6__trialT_4__fileType_cropped.png
P378,7,80 Hz,80.0,CONTROL,LIGHT,7,saveTime_2510251629__sessionTime_202510251500__participant_P378__trialN_7__trialT_7__fileType_cropped.png
P379,7,80 Hz,80.0,CONTROL,LIGHT,7,saveTime_2510251629__sessionTime_202510251500__participant_P379__trialN_7__trialT_7__fileType_cropped.png
P380,7,80 Hz,80.0,CONTROL,LIGHT,7,saveTime_2510251629__sessionTime_202510251500__participant_P380__trialN_7__trialT_7__fileType_cropped.png
P385,7,80 Hz,80.0,CONTROL,LIGHT,7,saveTime_2510251629__sessionTime_202510251500__participant_P385__trialN_7__trialT_7__fileType_cropped.png
P381,7,80 Hz,80.0,CONTROL,LIGHT,7,saveTime_2510251629__sessionTime_202510251500__participant_P381__trialN_7__trialT_7__fileType_cropped.png
P382,7,80 Hz,80.0,CONTROL,LIGHT,7,saveTime_2510251629__sessionTime_202510251500__participant_P382__trialN_7__trialT_7__fileType_cropped.png
P383,7,80 Hz,80.0,CONTROL,LIGHT,7,saveTime_2510251629__sessionTime_202510251500__participant_P383__trialN_7__trialT_7__fileType_cropped.png
P384,7,80 Hz,80.0,CONTROL,LIGHT,7,saveTime_2510251629__sessionTime_202510251500__participant_P384__trialN_7__trialT_7__fileType_cropped.png
P381,A13,,,VALIDATION,IMAGE,8,saveTime_2510251631__sessionTime_202510251500__participant_P381__trialN_8__trialT_A13__fileType_cropped.png
P378,A03,,,VALIDATION,IMAGE,8,saveTime_2510251632__sessionTime_202510251500__participant_P378__trialN_8__trialT_A03__fileType_cropped.png
P379,A08,,,VALIDATION,IMAGE,8,saveTime_2510251632__sessionTime_202510251500__participant_P379__trialN_8__trialT_A08__fileType_cropped.png
P380,A02,,,VALIDATION,IMAGE,8,saveTime_2510251632__sessionTime_202510251500__participant_P380__trialN_8__trialT_A02__fileType_cropped.png
P385,A04,,,VALIDATION,IMAGE,8,saveTime_2510251632__sessionTime_202510251500__participant_P385__trialN_8__trialT_A04__fileType_cropped.png
P382,A01,,,VALIDATION,IMAGE,8,saveTime_2510251632__sessionTime_202510251500__participant_P382__trialN_8__trialT_A01__fileType_cropped.png
P383,A01,,,VALIDATION,IMAGE,8,saveTime_2510251632__sessionTime_202510251500__participant_P383__trialN_8__trialT_A01__fileType_cropped.png
P384,A03,,,VALIDATION,IMAGE,8,saveTime_2510251632__sessionTime_202510251500__participant_P384__trialN_8__trialT_A03__fileType_cropped.png
P380,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510251636__sessionTime_202510251500__participant_P380__trialN_9__trialT_1__fileType_cropped.png
P385,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510251636__sessionTime_202510251500__participant_P385__trialN_9__trialT_1__fileType_cropped.png
P381,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510251636__sessionTime_202510251500__participant_P381__trialN_9__trialT_1__fileType_cropped.png
P382,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510251636__sessionTime_202510251500__participant_P382__trialN_9__trialT_1__fileType_cropped.png
P383,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510251636__sessionTime_202510251500__participant_P383__trialN_9__trialT_1__fileType_cropped.png
P384,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510251636__sessionTime_202510251500__participant_P384__trialN_9__trialT_1__fileType_cropped.png
P378,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510251637__sessionTime_202510251500__participant_P378__trialN_9__trialT_1__fileType_cropped.png
P379,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510251637__sessionTime_202510251500__participant_P379__trialN_9__trialT_1__fileType_cropped.png
P378,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510251640__sessionTime_202510251500__participant_P378__trialN_10__trialT_5__fileType_cropped.png
P379,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510251640__sessionTime_202510251500__participant_P379__trialN_10__trialT_5__fileType_cropped.png
P380,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510251640__sessionTime_202510251500__participant_P380__trialN_10__trialT_5__fileType_cropped.png
P385,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510251640__sessionTime_202510251500__participant_P385__trialN_10__trialT_5__fileType_cropped.png
P383,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510251640__sessionTime_202510251500__participant_P383__trialN_10__trialT_5__fileType_cropped.png
P384,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510251640__sessionTime_202510251500__participant_P384__trialN_10__trialT_5__fileType_cropped.png
P381,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510251641__sessionTime_202510251500__participant_P381__trialN_10__trialT_5__fileType_cropped.png
P382,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,10,saveTime_2510251641__sessionTime_202510251500__participant_P382__trialN_10__trialT_5__fileType_cropped.png
P379,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,11,saveTime_2510251644__sessionTime_202510251500__participant_P379__trialN_11__trialT_1__fileType_cropped.png
P380,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,11,saveTime_2510251644__sessionTime_202510251500__participant_P380__trialN_11__trialT_1__fileType_cropped.png
P385,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,11,saveTime_2510251644__sessionTime_202510251500__participant_P385__trialN_11__trialT_1__fileType_cropped.png
P381,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,11,saveTime_2510251644__sessionTime_202510251500__participant_P381__trialN_11__trialT_1__fileType_cropped.png
P382,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,11,saveTime_2510251644__sessionTime_202510251500__participant_P382__trialN_11__trialT_1__fileType_cropped.png
P383,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,11,saveTime_2510251644__sessionTime_202510251500__participant_P383__trialN_11__trialT_1__fileType_cropped.png
P384,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,11,saveTime_2510251644__sessionTime_202510251500__participant_P384__trialN_11__trialT_1__fileType_cropped.png
P378,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,11,saveTime_2510251645__sessionTime_202510251500__participant_P378__trialN_11__trialT_1__fileType_cropped.png
P380,B01,,,VALIDATION,IMAGE,12,saveTime_2510251656__sessionTime_202510251500__participant_P380__trialN_12__trialT_B01__fileType_cropped.png
P381,B02,,,VALIDATION,IMAGE,12,saveTime_2510251656__sessionTime_202510251500__participant_P381__trialN_12__trialT_B02__fileType_cropped.png
P378,B06,,,VALIDATION,IMAGE,12,saveTime_2510251657__sessionTime_202510251500__participant_P378__trialN_12__trialT_B06__fileType_cropped.png
P379,B00,,,VALIDATION,IMAGE,12,saveTime_2510251657__sessionTime_202510251500__participant_P379__trialN_12__trialT_B00__fileType_cropped.png
P382,B00,,,VALIDATION,IMAGE,12,saveTime_2510251657__sessionTime_202510251500__participant_P382__trialN_12__trialT_B00__fileType_cropped.png
P384,B04,,,VALIDATION,IMAGE,12,saveTime_2510251657__sessionTime_202510251500__participant_P384__trialN_12__trialT_B04__fileType_cropped.png
P385,B13,,,VALIDATION,IMAGE,12,saveTime_2510251658__sessionTime_202510251500__participant_P385__trialN_12__trialT_B13__fileType_cropped.png
P383,B09,,,VALIDATION,IMAGE,12,saveTime_2510251658__sessionTime_202510251500__participant_P383__trialN_12__trialT_B09__fileType_cropped.png
P380,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510251701__sessionTime_202510251500__participant_P380__trialN_13__trialT_3__fileType_cropped.png
P382,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510251701__sessionTime_202510251500__participant_P382__trialN_13__trialT_3__fileType_cropped.png
P378,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510251702__sessionTime_202510251500__participant_P378__trialN_13__trialT_3__fileType_cropped.png
P379,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510251702__sessionTime_202510251500__participant_P379__trialN_13__trialT_3__fileType_cropped.png
P385,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510251702__sessionTime_202510251500__participant_P385__trialN_13__trialT_3__fileType_cropped.png
P381,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510251702__sessionTime_202510251500__participant_P381__trialN_13__trialT_3__fileType_cropped.png
P383,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510251702__sessionTime_202510251500__participant_P383__trialN_13__trialT_3__fileType_cropped.png
P384,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510251702__sessionTime_202510251500__participant_P384__trialN_13__trialT_3__fileType_cropped.png
P378,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251705__sessionTime_202510251500__participant_P378__trialN_14__trialT_6__fileType_cropped.png
P380,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251705__sessionTime_202510251500__participant_P380__trialN_14__trialT_6__fileType_cropped.png
P379,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251706__sessionTime_202510251500__participant_P379__trialN_14__trialT_6__fileType_cropped.png
P385,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251706__sessionTime_202510251500__participant_P385__trialN_14__trialT_6__fileType_cropped.png
P381,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251706__sessionTime_202510251500__participant_P381__trialN_14__trialT_6__fileType_cropped.png
P382,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251706__sessionTime_202510251500__participant_P382__trialN_14__trialT_6__fileType_cropped.png
P383,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251706__sessionTime_202510251500__participant_P383__trialN_14__trialT_6__fileType_cropped.png
P384,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,14,saveTime_2510251706__sessionTime_202510251500__participant_P384__trialN_14__trialT_6__fileType_cropped.png
P380,C07,,,VALIDATION,IMAGE,15,saveTime_2510251709__sessionTime_202510251500__participant_P380__trialN_15__trialT_C07__fileType_cropped.png
P385,C09,,,VALIDATION,IMAGE,15,saveTime_2510251709__sessionTime_202510251500__participant_P385__trialN_15__trialT_C09__fileType_cropped.png
P382,C03,,,VALIDATION,IMAGE,15,saveTime_2510251709__sessionTime_202510251500__participant_P382__trialN_15__trialT_C03__fileType_cropped.png
P378,C09,,,VALIDATION,IMAGE,15,saveTime_2510251710__sessionTime_202510251500__participant_P378__trialN_15__trialT_C09__fileType_cropped.png
P379,C01,,,VALIDATION,IMAGE,15,saveTime_2510251710__sessionTime_202510251500__participant_P379__trialN_15__trialT_C01__fileType_cropped.png
P381,C14,,,VALIDATION,IMAGE,15,saveTime_2510251710__sessionTime_202510251500__participant_P381__trialN_15__trialT_C14__fileType_cropped.png
P383,C12,,,VALIDATION,IMAGE,15,saveTime_2510251710__sessionTime_202510251500__participant_P383__trialN_15__trialT_C12__fileType_cropped.png
P384,C10,,,VALIDATION,IMAGE,15,saveTime_2510251710__sessionTime_202510251500__participant_P384__trialN_15__trialT_C10__fileType_cropped.png
P380,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251713__sessionTime_202510251500__participant_P380__trialN_16__trialT_5__fileType_cropped.png
P382,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251713__sessionTime_202510251500__participant_P382__trialN_16__trialT_5__fileType_cropped.png
P378,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251714__sessionTime_202510251500__participant_P378__trialN_16__trialT_5__fileType_cropped.png
P379,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251714__sessionTime_202510251500__participant_P379__trialN_16__trialT_5__fileType_cropped.png
P385,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251714__sessionTime_202510251500__participant_P385__trialN_16__trialT_5__fileType_cropped.png
P381,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251714__sessionTime_202510251500__participant_P381__trialN_16__trialT_5__fileType_cropped.png
P383,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251714__sessionTime_202510251500__participant_P383__trialN_16__trialT_5__fileType_cropped.png
P384,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,16,saveTime_2510251714__sessionTime_202510251500__participant_P384__trialN_16__trialT_5__fileType_cropped.png
P378,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,17,saveTime_2510251717__sessionTime_202510251500__participant_P378__trialN_17__trialT_3__fileType_cropped.png
